College_Name,College_ID,Branch_Name,Branch_ID,College_Branch_ID,Caste,Gender,Percentile,Rank,University_Category
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",3215,Electronics and Telecommunication Engg,321537210,3215-321537210,NT2,General,83.4155716,25210.0,State Level
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",3215,Electronics and Telecommunication Engg,321537210,3215-321537210,NT3,Female,94.975022,7585.0,State Level
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",3215,Electronics and Telecommunication Engg,321537210,3215-321537210,NT3,General,96.9681156,4507.0,State Level
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",3215,Electronics and Telecommunication Engg,321537210,3215-321537210,OBC,Female,96.7153658,4913.0,State Level
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",3215,Electronics and Telecommunication Engg,321537210,3215-321537210,OBC,General,84.686704,23240.0,State Level
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",3215,Electronics and Telecommunication Engg,321537210,3215-321537210,OPEN,General,93.4874498,16469943.0,State Level
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",3215,Electronics and Telecommunication Engg,321537210,3215-321537210,Other,Female,97.8400408,3128.0,State Level
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",3215,Electronics and Telecommunication Engg,321537210,3215-321537210,PWD,General,58.8127327,56277.0,State Level
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",3215,Electronics and Telecommunication Engg,321537210,3215-321537210,SC,Female,90.6819716,14184.0,State Level
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",3215,Electronics and Telecommunication Engg,321537210,3215-321537210,ST,Female,61.8916532,52426.0,State Level
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",3215,Electronics and Telecommunication Engg,321537210,3215-321537210,ST,General,61.2512455,53965.0,State Level
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",3215,Electronics and Telecommunication Engg,321537210,3215-321537210,TFWS,General,98.4599849,2190.0,State Level
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",3215,Electronics and Telecommunication Engg,321537210,3215-321537210,VJ,Female,88.0234335,18205.0,State Level
"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",3215,Electronics and Telecommunication Engg,321537210,3215-321537210,VJ,General,96.1019944,5838.0,State Level
"Brahma Valley College of Engineering & Research, Trimbakeshwar, Nashik",5130,Computer Engineering,513024510,5130-513024510,EWS,General,51.1462048,64175.0,State Level
"Brahma Valley College of Engineering & Research, Trimbakeshwar, Nashik",5130,Computer Engineering,513024510,5130-513024510,NT2,General,17.6907495,90288.0,State Level
"Brahma Valley College of Engineering & Research, Trimbakeshwar, Nashik",5130,Computer Engineering,513024510,5130-513024510,OBC,Female,51.1462048,64352.0,State Level
"Brahma Valley College of Engineering & Research, Trimbakeshwar, Nashik",5130,Computer Engineering,513024510,5130-513024510,OBC,General,50.6109392,64772.0,State Level
"Brahma Valley College of Engineering & Research, Trimbakeshwar, Nashik",5130,Computer Engineering,513024510,5130-513024510,Other,Female,52.0169076,62708.0,State Level
"Brahma Valley College of Engineering & Research, Trimbakeshwar, Nashik",5130,Computer Engineering,513024510,5130-513024510,Other,General,52.0169076,62507.0,State Level
"Brahma Valley College of Engineering & Research, Trimbakeshwar, Nashik",5130,Computer Engineering,513024510,5130-513024510,SC,Female,12.1067444,94255.0,State Level
"Brahma Valley College of Engineering & Research, Trimbakeshwar, Nashik",5130,Computer Engineering,513024510,5130-513024510,SC,General,15.4129019,91907.0,State Level
"Brahma Valley College of Engineering & Research, Trimbakeshwar, Nashik",5130,Computer Engineering,513024510,5130-513024510,ST,General,23.7053966,86179.0,State Level
"Brahma Valley College of Engineering & Research, Trimbakeshwar, Nashik",5130,Computer Engineering,513024510,5130-513024510,TFWS,General,67.7749226,46483.0,State Level
"Brahma Valley College of Engineering & Research, Trimbakeshwar, Nashik",5130,Computer Engineering,513024510,5130-513024510,VJ,General,20.6305511,88466.0,State Level
"CSMSS Chh. Shahu College of Engineering, Aurangabad",2533,Artificial Intelligence and Data Science,253399510,2533-253399510,EWS,General,60.8583691,54496.0,State Level
"CSMSS Chh. Shahu College of Engineering, Aurangabad",2533,Artificial Intelligence and Data Science,253399510,2533-253399510,NT1,General,20.6305511,88461.0,State Level
"CSMSS Chh. Shahu College of Engineering, Aurangabad",2533,Artificial Intelligence and Data Science,253399510,2533-253399510,NT2,General,26.7344905,84465.0,State Level
"CSMSS Chh. Shahu College of Engineering, Aurangabad",2533,Artificial Intelligence and Data Science,253399510,2533-253399510,NT3,General,37.6726418,75726.0,State Level
"CSMSS Chh. Shahu College of Engineering, Aurangabad",2533,Artificial Intelligence and Data Science,253399510,2533-253399510,OBC,Female,1.6040049,100003.0,State Level
"CSMSS Chh. Shahu College of Engineering, Aurangabad",2533,Artificial Intelligence and Data Science,253399510,2533-253399510,OBC,General,26.9383597,84121.0,State Level
"CSMSS Chh. Shahu College of Engineering, Aurangabad",2533,Artificial Intelligence and Data Science,253399510,2533-253399510,Other,Female,37.3800409,76575.0,State Level
"CSMSS Chh. Shahu College of Engineering, Aurangabad",2533,Artificial Intelligence and Data Science,253399510,2533-253399510,Other,General,51.9482809,62907.0,State Level
"CSMSS Chh. Shahu College of Engineering, Aurangabad",2533,Artificial Intelligence and Data Science,253399510,2533-253399510,SC,Female,34.9390628,77783.0,State Level
"CSMSS Chh. Shahu College of Engineering, Aurangabad",2533,Artificial Intelligence and Data Science,253399510,2533-253399510,SC,General,10.7217903,94925.0,State Level
"CSMSS Chh. Shahu College of Engineering, Aurangabad",2533,Artificial Intelligence and Data Science,253399510,2533-253399510,TFWS,General,78.8609786,31792.0,State Level
"CSMSS Chh. Shahu College of Engineering, Aurangabad",2533,Artificial Intelligence and Data Science,253399510,2533-253399510,VJ,General,51.2157744,63872.0,State Level
"CSMSS Chh. Shahu College of Engineering, Aurangabad",2533,Civil Engineering,253319110,2533-253319110,EWS,General,20.4998738,88693.0,State Level
"CSMSS Chh. Shahu College of Engineering, Aurangabad",2533,Civil Engineering,253319110,2533-253319110,Other,Female,6.1827799,97629.0,State Level
"CSMSS Chh. Shahu College of Engineering, Aurangabad",2533,Civil Engineering,253319110,2533-253319110,Other,General,8.6176951,96104.0,State Level
"CSMSS Chh. Shahu College of Engineering, Aurangabad",2533,Civil Engineering,253319110,2533-253319110,TFWS,General,60.8583691,54323.0,State Level
"CSMSS Chh. Shahu College of Engineering, Aurangabad",2533,Computer Science and Engineering,253324210,2533-253324210,DEF,General,42.092358,71706.0,State Level
"CSMSS Chh. Shahu College of Engineering, Aurangabad",2533,Computer Science and Engineering,253324210,2533-253324210,EWS,General,76.1558002,35291.0,State Level
"CSMSS Chh. Shahu College of Engineering, Aurangabad",2533,Computer Science and Engineering,253324210,2533-253324210,NT1,General,45.4668811,68658.0,State Level
"CSMSS Chh. Shahu College of Engineering, Aurangabad",2533,Computer Science and Engineering,253324210,2533-253324210,NT2,Female,54.0906775,60670.0,State Level
"CSMSS Chh. Shahu College of Engineering, Aurangabad",2533,Computer Science and Engineering,253324210,2533-253324210,NT2,General,38.0490502,75116.0,State Level
"CSMSS Chh. Shahu College of Engineering, Aurangabad",2533,Computer Science and Engineering,253324210,2533-253324210,NT3,General,54.6564172,60442.0,State Level
"CSMSS Chh. Shahu College of Engineering, Aurangabad",2533,Computer Science and Engineering,253324210,2533-253324210,OBC,Female,65.3394562,49549.0,State Level
"CSMSS Chh. Shahu College of Engineering, Aurangabad",2533,Computer Science and Engineering,253324210,2533-253324210,OBC,General,61.2512455,53953.0,State Level
"CSMSS Chh. Shahu College of Engineering, Aurangabad",2533,Computer Science and Engineering,253324210,2533-253324210,Other,Female,69.989339,43386.0,State Level
"CSMSS Chh. Shahu College of Engineering, Aurangabad",2533,Computer Science and Engineering,253324210,2533-253324210,Other,General,72.1238249,40968.0,State Level
"CSMSS Chh. Shahu College of Engineering, Aurangabad",2533,Computer Science and Engineering,253324210,2533-253324210,SC,Female,26.9383597,84115.0,State Level
"CSMSS Chh. Shahu College of Engineering, Aurangabad",2533,Computer Science and Engineering,253324210,2533-253324210,SC,General,44.4594976,70280.0,State Level
"CSMSS Chh. Shahu College of Engineering, Aurangabad",2533,Computer Science and Engineering,253324210,2533-253324210,TFWS,General,87.2591284,19357.0,State Level
"CSMSS Chh. Shahu College of Engineering, Aurangabad",2533,Computer Science and Engineering,253324210,2533-253324210,VJ,Female,64.0315795,50120.0,State Level
"CSMSS Chh. Shahu College of Engineering, Aurangabad",2533,Computer Science and Engineering,253324210,2533-253324210,VJ,General,57.2430271,57592.0,State Level
"CSMSS Chh. Shahu College of Engineering, Aurangabad",2533,Electrical Engineering,253329310,2533-253329310,EWS,General,47.4330065,68088.0,State Level
"CSMSS Chh. Shahu College of Engineering, Aurangabad",2533,Electrical Engineering,253329310,2533-253329310,NT1,General,1.4238829,100099.0,State Level
"CSMSS Chh. Shahu College of Engineering, Aurangabad",2533,Electrical Engineering,253329310,2533-253329310,OBC,General,13.1978549,93344.0,State Level
"CSMSS Chh. Shahu College of Engineering, Aurangabad",2533,Electrical Engineering,253329310,2533-253329310,Other,Female,10.5196916,95289.0,State Level
"CSMSS Chh. Shahu College of Engineering, Aurangabad",2533,Electrical Engineering,253329310,2533-253329310,Other,General,15.1712203,92319.0,State Level
"CSMSS Chh. Shahu College of Engineering, Aurangabad",2533,Electrical Engineering,253329310,2533-253329310,SC,Female,7.5249178,96808.0,State Level
"CSMSS Chh. Shahu College of Engineering, Aurangabad",2533,Electrical Engineering,253329310,2533-253329310,SC,General,1.6040049,100015.0,State Level
"CSMSS Chh. Shahu College of Engineering, Aurangabad",2533,Electronics and Computer Engineering,253384410,2533-253384410,EWS,General,55.0214592,60053.0,State Level
"CSMSS Chh. Shahu College of Engineering, Aurangabad",2533,Electronics and Computer Engineering,253384410,2533-253384410,NT1,General,8.6176951,96073.0,State Level
"CSMSS Chh. Shahu College of Engineering, Aurangabad",2533,Electronics and Computer Engineering,253384410,2533-253384410,OBC,Female,23.7053966,86380.0,State Level
"CSMSS Chh. Shahu College of Engineering, Aurangabad",2533,Electronics and Computer Engineering,253384410,2533-253384410,OBC,General,14.5140215,92994.0,State Level
"CSMSS Chh. Shahu College of Engineering, Aurangabad",2533,Electronics and Computer Engineering,253384410,2533-253384410,Other,Female,31.3511242,80499.0,State Level
"CSMSS Chh. Shahu College of Engineering, Aurangabad",2533,Electronics and Computer Engineering,253384410,2533-253384410,Other,General,14.9204746,92820.0,State Level
"CSMSS Chh. Shahu College of Engineering, Aurangabad",2533,Electronics and Computer Engineering,253384410,2533-253384410,TFWS,General,69.7147224,43437.0,State Level
"CSMSS Chh. Shahu College of Engineering, Aurangabad",2533,Electronics and Computer Engineering,253384410,2533-253384410,VJ,General,17.5835125,90939.0,State Level
"CSMSS Chh. Shahu College of Engineering, Aurangabad",2533,Mechanical Engineering,253361210,2533-253361210,EWS,General,30.1146048,82191.0,State Level
"CSMSS Chh. Shahu College of Engineering, Aurangabad",2533,Mechanical Engineering,253361210,2533-253361210,NT1,General,8.6176951,96066.0,State Level
"CSMSS Chh. Shahu College of Engineering, Aurangabad",2533,Mechanical Engineering,253361210,2533-253361210,Other,Female,20.6305511,88437.0,State Level
"CSMSS Chh. Shahu College of Engineering, Aurangabad",2533,Mechanical Engineering,253361210,2533-253361210,Other,General,2.1866722,99702.0,State Level
"CSMSS Chh. Shahu College of Engineering, Aurangabad",2533,Mechanical Engineering,253361210,2533-253361210,VJ,General,2.1866722,99698.0,State Level
"Chhartrapati Shivaji Maharaj Institute of Technology, Shedung, Panvel",3477,Civil Engineering,347719110,3477-347719110,Other,General,38.7528893,74500.0,State Level
"Chhartrapati Shivaji Maharaj Institute of Technology, Shedung, Panvel",3477,Computer Engineering,347724510,3477-347724510,DEF,General,17.6907495,90349.0,State Level
"Chhartrapati Shivaji Maharaj Institute of Technology, Shedung, Panvel",3477,Computer Engineering,347724510,3477-347724510,EWS,General,58.0509972,57336.0,State Level
"Chhartrapati Shivaji Maharaj Institute of Technology, Shedung, Panvel",3477,Computer Engineering,347724510,3477-347724510,NT1,General,30.6714243,80789.0,State Level
"Chhartrapati Shivaji Maharaj Institute of Technology, Shedung, Panvel",3477,Computer Engineering,347724510,3477-347724510,NT2,General,47.6037257,67590.0,State Level
"Chhartrapati Shivaji Maharaj Institute of Technology, Shedung, Panvel",3477,Computer Engineering,347724510,3477-347724510,OBC,Female,50.6109392,64894.0,State Level
"Chhartrapati Shivaji Maharaj Institute of Technology, Shedung, Panvel",3477,Computer Engineering,347724510,3477-347724510,OBC,General,58.7073102,56317.0,State Level
"Chhartrapati Shivaji Maharaj Institute of Technology, Shedung, Panvel",3477,Computer Engineering,347724510,3477-347724510,Other,Female,35.4311402,77595.0,State Level
"Chhartrapati Shivaji Maharaj Institute of Technology, Shedung, Panvel",3477,Computer Engineering,347724510,3477-347724510,Other,General,24.3861135,85495.0,State Level
"Chhartrapati Shivaji Maharaj Institute of Technology, Shedung, Panvel",3477,Computer Engineering,347724510,3477-347724510,SC,Female,17.656648,90761.0,State Level
"Chhartrapati Shivaji Maharaj Institute of Technology, Shedung, Panvel",3477,Computer Engineering,347724510,3477-347724510,SC,General,58.2603585,56962.0,State Level
"Chhartrapati Shivaji Maharaj Institute of Technology, Shedung, Panvel",3477,Mechanical Engineering,347761210,3477-347761210,Other,Female,51.9482809,63036.0,State Level
"College of Engineering and Technology ,North Maharashtra Knowledge City, Jalgaon",5396,Computer Engineering,539624510,5396-539624510,EWS,General,30.3311258,81661.0,State Level
"College of Engineering and Technology ,North Maharashtra Knowledge City, Jalgaon",5396,Computer Engineering,539624510,5396-539624510,NT2,General,12.7980055,93557.0,State Level
"College of Engineering and Technology ,North Maharashtra Knowledge City, Jalgaon",5396,Computer Engineering,539624510,5396-539624510,OBC,Female,13.8182957,93281.0,State Level
"College of Engineering and Technology ,North Maharashtra Knowledge City, Jalgaon",5396,Computer Engineering,539624510,5396-539624510,OBC,General,44.5236882,69861.0,State Level
"College of Engineering and Technology ,North Maharashtra Knowledge City, Jalgaon",5396,Computer Engineering,539624510,5396-539624510,Other,Female,48.9793798,65511.0,State Level
"College of Engineering and Technology ,North Maharashtra Knowledge City, Jalgaon",5396,Computer Engineering,539624510,5396-539624510,Other,General,44.989715,69353.0,State Level
"College of Engineering and Technology ,North Maharashtra Knowledge City, Jalgaon",5396,Computer Engineering,539624510,5396-539624510,VJ,General,28.7742003,82838.0,State Level
"College of Engineering, Pune",6006,Civil Engineering,600619110,6006-600619110,DEF,General,94.5367331,8286.0,State Level
"College of Engineering, Pune",6006,Civil Engineering,600619110,6006-600619110,EWS,General,97.5071516,3632.0,State Level
"College of Engineering, Pune",6006,Civil Engineering,600619110,6006-600619110,NT1,Female,94.0009349,9113.0,State Level
"College of Engineering, Pune",6006,Civil Engineering,600619110,6006-600619110,NT1,General,97.4992944,3682.0,State Level
"College of Engineering, Pune",6006,Civil Engineering,600619110,6006-600619110,NT2,Female,96.6794005,4989.0,State Level
"College of Engineering, Pune",6006,Civil Engineering,600619110,6006-600619110,NT2,General,97.1002111,4298.0,State Level
"College of Engineering, Pune",6006,Civil Engineering,600619110,6006-600619110,NT3,General,96.8262863,4735.0,State Level
"College of Engineering, Pune",6006,Civil Engineering,600619110,6006-600619110,OBC,Female,95.4756562,6886.0,State Level
"College of Engineering, Pune",6006,Civil Engineering,600619110,6006-600619110,OBC,General,63.5909492,51400.0,State Level
"College of Engineering, Pune",6006,Civil Engineering,600619110,6006-600619110,OPEN,General,93.4874498,27579964.0,State Level
"College of Engineering, Pune",6006,Civil Engineering,600619110,6006-600619110,Other,Female,97.2279727,4105.0,State Level
"College of Engineering, Pune",6006,Civil Engineering,600619110,6006-600619110,PWD,General,77.3552748,33905.0,State Level
"College of Engineering, Pune",6006,Civil Engineering,600619110,6006-600619110,SC,Female,91.7830987,12501.0,State Level
"College of Engineering, Pune",6006,Civil Engineering,600619110,6006-600619110,ST,Female,85.0598865,22741.0,State Level
"College of Engineering, Pune",6006,Civil Engineering,600619110,6006-600619110,ST,General,87.0702321,19753.0,State Level
"College of Engineering, Pune",6006,Civil Engineering,600619110,6006-600619110,TFWS,General,98.9527993,1437.0,State Level
"College of Engineering, Pune",6006,Civil Engineering,600619110,6006-600619110,VJ,Female,87.9403016,18419.0,State Level
"College of Engineering, Pune",6006,Civil Engineering,600619110,6006-600619110,VJ,General,97.2452724,4053.0,State Level
"College of Engineering, Pune",6006,Computer Engineering,600624510,6006-600624510,DEF,General,99.5616553,563.0,State Level
"College of Engineering, Pune",6006,Computer Engineering,600624510,6006-600624510,NT1,Female,99.3847022,789.0,State Level
"College of Engineering, Pune",6006,Computer Engineering,600624510,6006-600624510,NT1,General,99.6424193,453.0,State Level
"College of Engineering, Pune",6006,Computer Engineering,600624510,6006-600624510,NT2,Female,99.0473765,1303.0,State Level
"College of Engineering, Pune",6006,Computer Engineering,600624510,6006-600624510,NT2,General,94.1228328,8910.0,State Level
"College of Engineering, Pune",6006,Computer Engineering,600624510,6006-600624510,NT3,Female,99.3234032,874.0,State Level
"College of Engineering, Pune",6006,Computer Engineering,600624510,6006-600624510,NT3,General,99.7989748,227.0,State Level
"College of Engineering, Pune",6006,Computer Engineering,600624510,6006-600624510,OBC,Female,99.6643767,414.0,State Level
"College of Engineering, Pune",6006,Computer Engineering,600624510,6006-600624510,OBC,General,96.5677344,5142.0,State Level
"College of Engineering, Pune",6006,Computer Engineering,600624510,6006-600624510,OPEN,General,98.6327819,1261925.0,State Level
"College of Engineering, Pune",6006,Computer Engineering,600624510,6006-600624510,Other,Female,99.8161013,209.0,State Level
"College of Engineering, Pune",6006,Computer Engineering,600624510,6006-600624510,PWD,General,97.9862604,2883.0,State Level
"College of Engineering, Pune",6006,Computer Engineering,600624510,6006-600624510,SC,Female,98.1249675,2696.0,State Level
"College of Engineering, Pune",6006,Computer Engineering,600624510,6006-600624510,ST,Female,96.5245525,5182.0,State Level
"College of Engineering, Pune",6006,Computer Engineering,600624510,6006-600624510,ST,General,95.6766127,6496.0,State Level
"College of Engineering, Pune",6006,Computer Engineering,600624510,6006-600624510,TFWS,General,99.9642419,41.0,State Level
"College of Engineering, Pune",6006,Computer Engineering,600624510,6006-600624510,VJ,Female,99.3154884,897.0,State Level
"College of Engineering, Pune",6006,Computer Engineering,600624510,6006-600624510,VJ,General,99.7077702,362.0,State Level
"College of Engineering, Pune",6006,Electrical Engineering,600629310,6006-600629310,DEF,General,97.0687119,4349.0,State Level
"College of Engineering, Pune",6006,Electrical Engineering,600629310,6006-600629310,EWS,General,99.0701828,1266.0,State Level
"College of Engineering, Pune",6006,Electrical Engineering,600629310,6006-600629310,NT1,Female,96.7485182,4840.0,State Level
"College of Engineering, Pune",6006,Electrical Engineering,600629310,6006-600629310,NT1,General,98.6575069,1863.0,State Level
"College of Engineering, Pune",6006,Electrical Engineering,600629310,6006-600629310,NT2,Female,97.2452724,4041.0,State Level
"College of Engineering, Pune",6006,Electrical Engineering,600629310,6006-600629310,NT2,General,97.8133278,3200.0,State Level
"College of Engineering, Pune",6006,Electrical Engineering,600629310,6006-600629310,NT3,General,99.205298,1073.0,State Level
"College of Engineering, Pune",6006,Electrical Engineering,600629310,6006-600629310,OBC,Female,98.4372542,2236.0,State Level
"College of Engineering, Pune",6006,Electrical Engineering,600629310,6006-600629310,OBC,General,94.8750316,7779.0,State Level
"College of Engineering, Pune",6006,Electrical Engineering,600629310,6006-600629310,OPEN,General,95.9286882,9086149.0,State Level
"College of Engineering, Pune",6006,Electrical Engineering,600629310,6006-600629310,Other,Female,99.0806628,1256.0,State Level
"College of Engineering, Pune",6006,Electrical Engineering,600629310,6006-600629310,Other,General,66.2408483,47442.0,State Level
"College of Engineering, Pune",6006,Electrical Engineering,600629310,6006-600629310,PWD,General,79.541581,30820.0,State Level
"College of Engineering, Pune",6006,Electrical Engineering,600629310,6006-600629310,SC,Female,94.4943645,8377.0,State Level
"College of Engineering, Pune",6006,Electrical Engineering,600629310,6006-600629310,SC,General,79.541581,30858.0,State Level
"College of Engineering, Pune",6006,Electrical Engineering,600629310,6006-600629310,ST,Female,94.4473629,8465.0,State Level
"College of Engineering, Pune",6006,Electrical Engineering,600629310,6006-600629310,ST,General,89.8532516,15462.0,State Level
"College of Engineering, Pune",6006,Electrical Engineering,600629310,6006-600629310,TFWS,General,99.1536879,1135.0,State Level
"College of Engineering, Pune",6006,Electrical Engineering,600629310,6006-600629310,VJ,Female,95.8237025,6281.0,State Level
"College of Engineering, Pune",6006,Electrical Engineering,600629310,6006-600629310,VJ,General,95.4756562,6888.0,State Level
"College of Engineering, Pune",6006,Electronics and Telecommunication Engg,600637210,6006-600637210,DEF,General,98.4599849,2184.0,State Level
"College of Engineering, Pune",6006,Electronics and Telecommunication Engg,600637210,6006-600637210,EWS,General,99.4371294,733.0,State Level
"College of Engineering, Pune",6006,Electronics and Telecommunication Engg,600637210,6006-600637210,NT1,Female,98.1840004,2628.0,State Level
"College of Engineering, Pune",6006,Electronics and Telecommunication Engg,600637210,6006-600637210,NT1,General,99.1012371,1222.0,State Level
"College of Engineering, Pune",6006,Electronics and Telecommunication Engg,600637210,6006-600637210,NT2,Female,97.9327897,3004.0,State Level
"College of Engineering, Pune",6006,Electronics and Telecommunication Engg,600637210,6006-600637210,NT2,General,99.4854814,672.0,State Level
"College of Engineering, Pune",6006,Electronics and Telecommunication Engg,600637210,6006-600637210,NT3,General,99.0339168,1320.0,State Level
"College of Engineering, Pune",6006,Electronics and Telecommunication Engg,600637210,6006-600637210,OBC,Female,98.9726221,1404.0,State Level
"College of Engineering, Pune",6006,Electronics and Telecommunication Engg,600637210,6006-600637210,OBC,General,89.3740817,16332.0,State Level
"College of Engineering, Pune",6006,Electronics and Telecommunication Engg,600637210,6006-600637210,OPEN,General,97.2359031,4304057.0,State Level
"College of Engineering, Pune",6006,Electronics and Telecommunication Engg,600637210,6006-600637210,Other,Female,99.5325404,588.0,State Level
"College of Engineering, Pune",6006,Electronics and Telecommunication Engg,600637210,6006-600637210,Other,General,76.6846715,34541.0,State Level
"College of Engineering, Pune",6006,Electronics and Telecommunication Engg,600637210,6006-600637210,PWD,General,90.2203938,14819.0,State Level
"College of Engineering, Pune",6006,Electronics and Telecommunication Engg,600637210,6006-600637210,SC,Female,95.9453113,6082.0,State Level
"College of Engineering, Pune",6006,Electronics and Telecommunication Engg,600637210,6006-600637210,ST,Female,90.5652448,14305.0,State Level
"College of Engineering, Pune",6006,Electronics and Telecommunication Engg,600637210,6006-600637210,ST,General,92.3383502,11648.0,State Level
"College of Engineering, Pune",6006,Electronics and Telecommunication Engg,600637210,6006-600637210,TFWS,General,99.5709668,540.0,State Level
"College of Engineering, Pune",6006,Electronics and Telecommunication Engg,600637210,6006-600637210,VJ,Female,98.7162762,1793.0,State Level
"College of Engineering, Pune",6006,Electronics and Telecommunication Engg,600637210,6006-600637210,VJ,General,98.1202371,2711.0,State Level
"College of Engineering, Pune",6006,Instrumentation and Control Engineering,600646410,6006-600646410,DEF,General,94.30973,8648.0,State Level
"College of Engineering, Pune",6006,Instrumentation and Control Engineering,600646410,6006-600646410,EWS,General,98.2049111,2554.0,State Level
"College of Engineering, Pune",6006,Instrumentation and Control Engineering,600646410,6006-600646410,NT1,General,96.8638369,4686.0,State Level
"College of Engineering, Pune",6006,Instrumentation and Control Engineering,600646410,6006-600646410,NT2,General,96.8376559,4702.0,State Level
"College of Engineering, Pune",6006,Instrumentation and Control Engineering,600646410,6006-600646410,OBC,Female,97.2683337,4008.0,State Level
"College of Engineering, Pune",6006,Instrumentation and Control Engineering,600646410,6006-600646410,OBC,General,92.3383502,11635.0,State Level
"College of Engineering, Pune",6006,Instrumentation and Control Engineering,600646410,6006-600646410,OPEN,General,93.5854153,14479758.0,State Level
"College of Engineering, Pune",6006,Instrumentation and Control Engineering,600646410,6006-600646410,Other,Female,98.3770808,2326.0,State Level
"College of Engineering, Pune",6006,Instrumentation and Control Engineering,600646410,6006-600646410,PWD,General,51.9482809,62968.0,State Level
"College of Engineering, Pune",6006,Instrumentation and Control Engineering,600646410,6006-600646410,SC,Female,94.1407846,8893.0,State Level
"College of Engineering, Pune",6006,Instrumentation and Control Engineering,600646410,6006-600646410,ST,Female,74.2590255,38054.0,State Level
"College of Engineering, Pune",6006,Instrumentation and Control Engineering,600646410,6006-600646410,ST,General,84.0034174,24403.0,State Level
"College of Engineering, Pune",6006,Instrumentation and Control Engineering,600646410,6006-600646410,TFWS,General,98.512759,2100.0,State Level
"College of Engineering, Pune",6006,Instrumentation and Control Engineering,600646410,6006-600646410,VJ,General,90.5652448,14292.0,State Level
"College of Engineering, Pune",6006,Manufacturing Science and Engineering,600662710,6006-600662710,DEF,General,84.686704,23249.0,State Level
"College of Engineering, Pune",6006,Manufacturing Science and Engineering,600662710,6006-600662710,EWS,General,96.336438,5528.0,State Level
"College of Engineering, Pune",6006,Manufacturing Science and Engineering,600662710,6006-600662710,NT1,Female,91.1319984,13475.0,State Level
"College of Engineering, Pune",6006,Manufacturing Science and Engineering,600662710,6006-600662710,NT1,General,95.3222508,7089.0,State Level
"College of Engineering, Pune",6006,Manufacturing Science and Engineering,600662710,6006-600662710,NT2,Female,83.1897457,25526.0,State Level
"College of Engineering, Pune",6006,Manufacturing Science and Engineering,600662710,6006-600662710,NT2,General,86.3539112,20728.0,State Level
"College of Engineering, Pune",6006,Manufacturing Science and Engineering,600662710,6006-600662710,NT3,General,94.3437765,8581.0,State Level
"College of Engineering, Pune",6006,Manufacturing Science and Engineering,600662710,6006-600662710,OBC,Female,94.4150191,8481.0,State Level
"College of Engineering, Pune",6006,Manufacturing Science and Engineering,600662710,6006-600662710,OBC,General,82.1599592,27156.0,State Level
"College of Engineering, Pune",6006,Manufacturing Science and Engineering,600662710,6006-600662710,OPEN,General,89.1153604,333616516.0,State Level
"College of Engineering, Pune",6006,Manufacturing Science and Engineering,600662710,6006-600662710,Other,Female,95.4900624,6788.0,State Level
"College of Engineering, Pune",6006,Manufacturing Science and Engineering,600662710,6006-600662710,SC,Female,81.4518594,28041.0,State Level
"College of Engineering, Pune",6006,Manufacturing Science and Engineering,600662710,6006-600662710,ST,Female,70.8970412,42117.0,State Level
"College of Engineering, Pune",6006,Manufacturing Science and Engineering,600662710,6006-600662710,ST,General,72.1238249,40914.0,State Level
"College of Engineering, Pune",6006,Manufacturing Science and Engineering,600662710,6006-600662710,TFWS,General,97.9488686,2969.0,State Level
"College of Engineering, Pune",6006,Manufacturing Science and Engineering,600662710,6006-600662710,VJ,Female,79.3664875,31058.0,State Level
"College of Engineering, Pune",6006,Manufacturing Science and Engineering,600662710,6006-600662710,VJ,General,90.2852815,14771.0,State Level
"College of Engineering, Pune",6006,Mechanical Engineering,600661210,6006-600661210,DEF,General,96.8139359,4780.0,State Level
"College of Engineering, Pune",6006,Mechanical Engineering,600661210,6006-600661210,NT1,Female,96.960564,4545.0,State Level
"College of Engineering, Pune",6006,Mechanical Engineering,600661210,6006-600661210,NT1,General,98.031149,2829.0,State Level
"College of Engineering, Pune",6006,Mechanical Engineering,600661210,6006-600661210,NT2,Female,97.2452724,4052.0,State Level
"College of Engineering, Pune",6006,Mechanical Engineering,600661210,6006-600661210,NT2,General,97.6782839,3361.0,State Level
